# line index 1 : total data 수, line index 3부터 data
총 3052개
000id|content
00458|굿 좋아요 
00459|
00460|주인이 장사할 생각이 없는지 극도로 불친절함. 먹고 결제하고 빨리 꺼지라는 식.  손님도 없던데 뭔 바쁜척인지 모르겠음.
00461|맛있게 잘 먹었습니다 
00462|체리콕이 섞인게아니고 따로나와신기했음ㅋㅋ 피자좀타서나옴. 가성비? 음좋은편
00463|롤링파스타 가성비 좋고 맛있어요
00464|맛있어요
00465|즐거운 시간이였네요.
00466|친절하시고 창가 자리 좋아요^^
00467|제가 진상인가싶어서 리뷰 확인해봤는데 다른분들도 이미 최악의 서비스에 대해 리뷰를 많이 남기셨네요. 점장같은 남자분이 태도가 그모양이니 아래 직원들도 교육이 제대로 될 리가 없죠. 주문 한 번 하려면 몇 분 동안 손들고 있는건 기본이고, 메뉴 하나에 20분이 기본으로 걸린다는 말에 그럴수있지 싶다가도 “그정돈 좀 기다려라” 하는듯한 태도가.. 백종원 선생님께 아주 많이 혼나실 것 같습니다 ㅎㅎ싼맛으로 먹는 브랜드니 고정매출은 저연령층이 어느정도 보장해주겠지만 얼마나갈지는 잘 모르겠습니다.
00468|일단 음식 맛이나 모두 떠나서 일단 서비스가 심각하네요. 세명이어서 분할결제 요청했는데 점장인지 뭔지 남자분이 분할결제 안되니 계산기 주면서 한번에 계산하고  알아서 결정하라고 휙 다른데로 가버리더라구요? 음식점에서 분할결제가 안되는 포스도 있나요? 귀찮으니 그냥 한번에 결제하고 너네 알아서 돈 나눠라는거 잖아요. 이것 뿐만 아니라 서빙하는 분이라던가 일하시는 분들 서비스상태가 말이 아니네요. 여긴 본사에서 와서 서비스 재교육이 필요한 매장 같습니다. 재방문 의사 전혀 없습니다.
00469|별로 친절하진않아요
00470|맛있어요 
00471|조아요
00472|넘 파스타 먹고싶은날 퇴근 후 혼밥갈김.. 혼밥하기 너무 좋아효오
00473|파스타 고르곤졸라 피자 맛있어요~~^^
00474|가성비 좋고. 맛도. 좋아요
00475|친구 추천으로 다녀와ㅛ어요. 파스타 맛있습니다!!
00476|뇨끼와 고르곤졸라피자에선 밀가루 냄새가 나네요. 뭔가 파스타전반적으로 조미료가 들어간듯한 맛이 나요
00477|라구파스타 워낙 좋아하는데 매장마다 맛이 조금씩 다른거 같아요 제 입맛엔 좀 달았어요
00478|친절하세요 진상손님이오셔서 좀그랫는데 맛잇게잘먹엇어요
00479|엄마랑 8시쯤 가서 우삼겹 도리아와 고르곤졸라 크림 파스타를 시켰습니다. 일단 사장님 태도가 너무 별로에요. 사람도 없지만 4인석 앉지 말라하신건 이해하지만 주문을 안받아주세요. 5분동안 손들고 벌 섰어요. 주문도 핸드폰에.. 메뉴 2갠데 ㅋㅋ 그리고 나온 도리아는 그릇이 다 깨져있었습니다. 탄 것까지는 그렇다쳐도 깨진 그릇은 좀 아니지 않나요? 고르곤졸라 크림 파스타는 메뉴판 표지이길래 시켰는데 너무 짜요! 평소에 음식 짜게 먹는편인데도 너무너무 짜요!! 일하다가 대로변에 나가서 담배피시는 것까지 완벽한 사장님이십니다.
00480|우삼겹도리아 맛있었습니다 다만 실수에 있어 직원분의 태도가 조금 아쉬웠습니다.
00481|꾸덕꾸덕하고 맛있습니다:)
00482|늦은 저녁시간에 가족들과 방문 했습니다  빈자리는 있는데 앞에 사람들이 계셔서 웨이팅인지 포장인지 구분이 안 가서 웨이팅이 있냐고 직원분께 여쭤보았는데 대답도 없이 손으로 앞에 서 있으신 분들을 가리키셔서 웨이팅이 있는 줄 알고 기다렸는데 포장 손님이셨더라고요 .. 저희에겐 들어오란 말씀도 안 하셔서 어찌어찌 앉았는데요 저희가 너무 입구 쪽 자리라 정중하게 혹시 창가 쪽으로 음식 나오기 전에 앉아도 되느냐 여쭤보았는데 4인용 테이블인데 5인 자리라고 하셔서 그냥 앉았는데 나중에 보니까 그 자리에 두 명이 앉아있으셨네요 불쾌한 식사가 되었네요
00483|사진 넘겨서 보세요   라구 파스타 - 이게 무슨 맛이지? 생각이 듦... 비추  스테이크 크림 파스타 - 올라간 고기는 맛있었지만 소스가 너무 기름졌어요.  빼쉐 파스타 - 매콤하니 괜찮았어요. 마르게리타 - 얇은 씬도우 무난무난 리코타 치즈샐러드 - 조금 달았지만 맛있었어요.  가격은 저렴하지만 맛은 생각보다 별로였어요.  약간씩 부족한 맛   
00484|소금구이 맛있었어요
00485| 스테이크 크림파스타.크림뇨끼.마르게리따핏자  이렇가 3종류의 음식을 주문했구 맛은 짜다 못해 쓰기까지 할 정도로 소금을 엄청 넣었더라구요  소금뇨끼.소금스테이크파스타.소금마르게르따핏자로음식 명칭은 바꿔야 할꺼같아요 서빙하시는 분께 음식이 너무 짜다 했는데  하는 말이 "그래요" 그한마디로 끝이더라구요 왠만큼 짜서는 말 안하는데 소금장수링 사돈을 맺었는지 짜도 너무 짠 롤링스톤 파스타 두번은 못가겠네요
00486|맛있어요 
00487|까르보나라와 우삼겹도리아를 시켰는데 지점마다 우삼겹도리아의 맵기가 다르네요. 맵기 2개의 별점이 이정도 맵기라면 3개짜리 매운크림파스타는 맵찔이는 절대불가이고 보통 신라면 편하게드시는분들께도 매울거에요 ㅠㅠ 남친과 저 둘다 맵찔이이기는한데 예전 다른지점에서 이 메뉴 너무맛있게 먹어서 시킨거거든요. 까르보나라는 의외로 재료도 나름 알차게들어있고 면양도 적은편은 아니었어요. 만약 적당한 맵기의 파스타를 찾으신다면 매운크림파스타와 까르보나라등을 같이 시켜 섞어 드세요 
00488|가성비 최고에오!! 어쩜 이 금액으로 이 맛있는 음식을!! 진짜 백종원사장님 짱짱입니다!!! 와인은 병으로 마셔도 부담 없는 가격이고, 음식 양도 많고 맛있네요!! 친절하시고.. 주말엔 브레이크타임 없어서 너무 좋네요^^ 또 방문해서 다른 메뉴도 먹어볼래요!!
00489|주문하고 음식나오는데 시간이 너무 오래걸려요 주문받으러 오시는데도 한참 걸렸어요 점장으로 보이시는분은 엄청 큰소리로 빨리 말하라는듯 눈치주듯이 주문받아서 불편했어요 맛은 괜찮았습니다
00490|음식도 맛있고 가성비도 좋아요
00491|가성비 좋게 맛있게 잘 먹었어요 ! 우삼겹토마토파스타 소스 진짜 맛있네요 .. 레시피 물어보고 싶은 
00492|직원실수로 메뉴가 변경되었다 1500원더비싼걸루~~~~~헐 뭐 괜찮다 근데 음식이 짜고 느끼했 로제먹고싶었는데ㅜ 따뜻해야되는 스테이크볶음밥이 차갑게 식어있었다 가게가 추웠던가? 식은밥먹기ㅜㅜ따끈한 곰탕먹을껄ㅜㅜ 아쉬웠습니다. ㅜㅜ아주많이 돈아까워 왜갔지 
00493|알리올리오, 우삼겹도리아, 버섯크림뇨끼 먹었어요.  가성비갑이였어요.   그런데… 여직원분 응대가 좀 기분 나빴어요… 음식이 중간에 잘 못나와서 말씀드렸는데.  오히려 저희 한테 화내듯이 음식을 휙 가져가시더라구요. 조금 어이가 없었어요..  계산하고 카드 주시는대도.. 너무 던지듯 주셔서 당황스러웠어요. 그날 기분이 안좋으신건지 손님이 많아서 힘드셨는지는 모르겠지만..  친절을 떠나서 기본적인 응대 교육은 해주셨음 합니다.. 
00494|불친절의 끝판왕. 메뉴만 덩그러니 나와서 포크 , 수저 요구 했더니 말없이 손으로 가르킴 기분이 나쁜일이 있는지 음식 툭툭 던지듯이 놓음. 서비스 마인드가 1도 없이 아 일하기 싫다 하는 표정으로 시끄럽게 자기 일만 함. 덩치큰 여자분 이거 보면 반성 하세요 일하 기 싫으면 하지 마시구요~ 참 그리고 계산 후에 영수증도 다른거 줘서 이걸로 리뷰 씁니다 전체적으로 대단합니다들 
00495|로제는 좀 느끼해서 피클이랑 같이 먹었는데 맛있더라구용 스테이크 크림 파스타는 스테이크 진짜 맛있었어요! 앞으로도 자주 갈게용 ㅎㅎ 번창하세요!
00496|good
00497|굿
00498|저녁시간이여서 그런건지는 몰라도 파스타 2개 시켰는데 30분이 넘게 걸려서 받았습니다. 사진을 미처 찍지는 못했는데 음식이 전체적으로 겉부분이 말라있더군요 (소스가 말라서 껍질(?)같은게 작게 생김) 그리고 바질 크림 파스타여서 바질 페스토를 잘 섞을려고 했는데 이미 면이 떡져있어서 잘 섞이지도 않았고 먹는내내 떡져서 면을 그냥 퍼먹는거 같은 느낌이였습니다. 최악이네요
00499|지나가다 많이 들어는 봤는데 처음 방문 역시는 역시.. 있었다가 없어졌습니다
00500|맛있게 먹었습니다!
00501|
00502|신촌점은 처음 와봤는데 여느 다른 지점들처럼 좋았습니다~ 근데 좀 더운 날이었는데 에어컨을 안틀어주셔서… 실내 공기가 정말 덥고 답답했어요ㅠㅠㅠ 빨리 먹고 나가고 싶을 정도… 이제 여름이고 점점 더워질텐데 실내 좀 쾌적하게 틀어주시는게 좋을것 같습니다ㅠㅠ
00503|점장이란 사람이 주문을 잘못받아놓고 '넌 블랙컨슈머'라는걸 기정사실로 깔고 적반하장에 경찰 취조하듯이 굽니다. 부엌은 일을 잘하는데 아주 국정원 지하같아서 소화도 안되더군요. 이 리뷰 안다면 쫓아올 기세였습니다. 망하는 식당은 손님이 조용히 발길을 끊는다던데 여기는 번화가라 해당없어서 계속 그럴듯합니다.
00504|가성비 조아요 피자는 생각보다 작았어유
00505|맛있음
00506|매운크림 파스타 미쳤습니다. 잼버리들도 좋아하는 가성비 맛집!!
00507|가격도 맛도 좋아요
00508|맛도 직원들도 별로였어요 가격은 싸지만 그 가격만큼 아니였고, 오히려 비싼 느낌?? 흔밥이 좋지만 이제 안가요
00509|좋아요
00510|좋아요 
00511|맛은 만족한데 여직원분 좀 더 친절하게 응대해줬으면
00512|음식이 맛이 있고 빨리 나와서 식사를 편하게 할 수 있어요.
00513|가성비 정말 좋아요! 생각보다 맛있어서 잘 먹고 나왔습니다. 피자도 맛있고 바질파스타도 맛있어요
00514|가성비 좋고 둘이 세 개 시켜먹으면 딱 좋아요 
00515|가성비 좋은 프렌차이즈 혼밥하기도 좋습다
00516|굿
00517|가성비 좋고 음식도 맛있었어요! 학교 근처라 사람들이 많이 와요 
00518|굿
00519|:)
00520|음식은 괜찮은데요 인간적으로 너무 오래 걸립니다 다른 테이블들도 너무 오래 기다리더라고요 개선 부탁드립니다
00521|굿
00522|보장된 가성비 맛집! 맛이 없을 수가 없쥬~ㅋㅋ 양도 많구 가격도 저렴해서 부담없이 먹을 수 있어용 대학생들이 혼밥하러, 데이트하러 마니 오는 거 같아용!! 직원분들도 친절하시구, 잘 먹고 갑니당
00523|맛은 있었는데 직원들 너무너무 불친절합니다. 양은 적어요.
00524|위생이 별로...접시가 셀프인데 접시가 전부다 음식물이 묻어있고 청결하지 못했어요
00525|평범한 롤링파스타, 신촌이라 그랬는지, 점심에는 알바분들이 좀 정신 없으셔서 주문을 놓치시는듯
00526|웬만한 곳 보다 여기가 나아요 친절하고 맛있어요
00527|맛있어요
00528|음식은 그저 그랬고 화장실에 휴지가 없는 것도, 앞치마 없는 것도 좀 아쉬웠는데 살집 좀 있으신 여자 직원이 좀 불친절했어요 ㅠㅠ
00529|조아영
00530|토마토 파스타는 아이가 잘먹었어요 양도 많고 크림파스타의 토핑도 큼직하니  좋은데 피자는 너무 태워서 왔네요
00531|맛은 그냥 그래요. 
00532|처음가봤어요  ^^맛있네요   크림파스타강추입니다
00533|사람많은데 홀에 직원 한분이어서 너무 바쁘고 힘들어보였어요..! 신촌이고 점심시간인데ㄷㄷ 셀프바에 냅킨 다 떨어졋는데 바빠보여서 걍 참았습니당ㅎㅎㅎ 맛있고 친절하셧어요
00534|가격도 저렴하고 맛나네요
00535|너무 맛있게 잘먹었습니다~~!!!
00536|롤링파스타 다 맛있어요
00537|
00538|양이 적긴한데  맛은  괜찮네요
00539|실패는 안하는 더본맛집 가성비는 정말 인정합니다. 음식의 완성도가 높지 않아도 가격 생각하면 감사할따름
00540|워낙 사람이 많아 음식도 늦게나오고 웨이팅도있지만 가격 양 맛 생각하면 용서됨
00541|가격대비 양이 적고 음식맛은 쏘쏘~였어요 
00542|음식맛있고 가성비 좋아요ㅎ  근데 서울페이 가맹점으로 조회되는데 오늘 결재하려했더니 서울페이는 안된다해서 좀 당황했네요.. 어디 정보가 맞는건지 정정이 필요해보입니다-!!ㅜ
00543|가격이 많이 올랐네요~^^
00544|알바생분들중에 2pm 우영닮은사람이있어요
00545|오랜만에 대학가와서 기분내고 가요 ^^ 맛은 좋고 가격이 엄청 저렴한 대신 양이 적을 수 있으니 넉넉히 시키길 추천드려요~!! 넉넉히 시켜도 얼마안나올 가격이네여~~!!
00546|음식은  맛있는데 너무 기다리는게  안좋네요
00547|아는맛이 무섭죠
00548|추천하고 싶지 않아요.
00549|좋아요!
00550|굿
00551|파스타가 맛있네요
00552|그냥저냥 무난하게 싸게 이탈리안 요리들을 먹을만한 곳입니다.
00553|굿
00554|맛있어요~
00555|굿
00556|롤링파스타 맛이긴 해요.. 사장님은 매우 친절하십니다 맛이랑 가성비는.. 잘 모르겠어요 ㅋㅋ
00557|좋아요
00558|가격이 싸요. 너무 바쁜데 직원이 부족해요. 가격대비 맛은 있어요. 양은 많은 편 아닌데 먹으면 배부르긴 해요. 괜찮아요.
00559|2시 10분 넘어서 도착했는데도 사람이 많아요 점심시간이 10분부터 3시까지라 그래도 괜찮겠지 했는데 전혀 아닙니다 홀에 한 명밖에 없어서 자리도 알아서 남은 곳 앉았고 주문을 하려고 불렀는데도 바로 안 받고 다른 주문과 다른 일 하시다가 나중에서야 눈치 채고 다른 테이블 갔다가 주문 받아주더라고요 주문 받고 15~20분 정도 걸린다고 해서 어쩔 수 없이 기다렸다가 2시 50분쯤에 음식이 나와서 8분만에 빠르게 먹고 나갔습니다 사장님은 너무 친절하셔서 바로 계산하고 나왔습니다 급하신 분들은 좀 더 늦은 시간에 가시거나 다른 곳 방문하세요
00560|굿
00561|..
00562|기대하고 왔는데 역시는 역시네요. 가성비 놉, 불친절, 양도 야채는 거의 안넣어주시던데ㅋㅋㅋㅋ 그냥 소스에 면 나올거면 제가해먹쥬? 특히 노란머리여자분은 교육이 필요할듯. 인사도 친절도. 뭐가잇는건지 옆테이블에 서빙할때도 음식접시도, 에이드잔도 거의 던지심. 오래일하실려면 일 제대로하시길. 다신 안오겠슴다 수고하세요!
00563|친절해요 
00564|굳 맛있어요
00565|양도 적당하고 맛있었어요 워낙에 저렴해서 기대안했는데 편견이었네요~ 종종 올께요:)
00566|싸지만 그만큼 맛있지않고 사람이많아서 웨이팅이 매우 길어요 직원분들넘 고생하심
00567|주말에 가면 음식 나오기까지 조금 걸리지만 가성비 굿이고 맛있아요 ㅎㅎ  
00568|맛좋고 여러가지 시켜먹을 수 있어서 좋아요!
00569|넓고 음식도 빨리 나오고 가성비 좋아요
00570|사람이 너무 많아서 음식이 늦게나옴
00571|굿
00572|맛있어요 
00573|매장들어가자마자 바질향이 좋아서 바질파스타를 시켯는데 맛이 가격대비 나쁘진 않았다.  하지만 접시에 음식이 붙어있는등 위생상태가 별로였다. 직원이 불러도 오지않고 바빠보여 따로 컴플레인은 하지않고 먹었다. 당일 둘다 배탈이났다. 같이간 친구는 장염진단을 받고 나는 설사로 끝났다. 병원 영수증을 첨부하지못하는게 아쉽다. 
00574|레트로 느낌의 노래가 나와서 신나긴 하더라구요ㅋㅋ 가격 저렴해서 둘이서 4 개 시켜 먹었어요. 와 근데 여기 사장님은 무슨 심보일까요. 남자 분 혼자서 카운터보고 홀서빙에, 주문에..직원 좀 구하세요 ..남자 직원분은 일 너무 잘하시는데.. 손님들이 답답해여ㅠㅠ 
00575|가격이 착하고 맛있어요!
00576|뇨끼 양이 너무 적음 ㅠ
00577|굿
00578|음식 나오는데 시간이 많이 걸렸어요~~ 앞치마가 없는게 아쉬웠습니다. 그래도 가성비 맛은 좋아요~~
00579|우삼겹 도리아 진짜 강추메뉴,,, 양도 많습니다
00580|양이 많지는 않아서 둘이 세개 시키면 맞을듯 하고 두개 시키면 간단히 먹기엔 좋아요. 맛은 생각보다 맛있어서 놀랐어요 가격대비 맛이 괜찮다고 생각들었어요 가격도 저렴하고 
00581|세트메뉴 가성비 좋아요
00582|애들이 좋아하는곳이예요~ 
00583|가볍게 먹기는 괜찮아요 양은 적은 편
00584|버섯뇨끼 맛있었어요
00585|친구들이랑 파스타 먹으면서 대화하는데 너무 좋았어요! 매콤크파스타? 아주 추천해요!!
00586|맛있어요
00587|
00588|
00589|사람많고 정신없어요.. 음식도 늦게 나왔어요
00590|파스타 토마토소스 크림소스로 하나씩먹고 사진에는 없지만 고르곤졸라 피자랑 빵까지 배터지게 먹었는데 파스타는 맛있었고 피자랑 빵도무난했음.샐러드류가 전부 솔드아웃붙여져있어서 그거하나 아쉬웠음.
00591|롤링차스타는 가성비 갑입니다. 항상 둘이 가면 메뉴3개를 시켜요. 봉골레파스타 로제크림쉬림프파스타 맛있네요
00592|좋아요
00593|소스가 너어어어어어어무 적음요
00594|바쁘다바빳
00595|처음 주문할 때 추가 주문은 안된다고 단언하시길래 ‘뭐지..?’ 했는데 크리스마스 이브라서 그런가? 하고 넘어갔어요. 스테이크 필라프가 나왔는데 뭐 정돈도 안되어있고 대충 덜은 것마냥 나오고 피자는 끝부분이 탄 채로 냉동 피자 돌린 것처럼 나오더라고요. 파스타는 그럭저럭 먹을만 했는데 식사를 하던 도중 ‘다 먹으신 분들은 되도록 빨리 자리를 비워주세요‘라고 큰소리로 외치시는 걸 보고 정말.. 여긴 다시 안와야지.. 다짐했습니다. 그리고 옆테이블 들어보니 샹그리아가 직원이 없어서 안된다고 당당하게 말하시는데..하하.. 사람이 많든지 적든지 서비스와 맛의 질은 같아야 하는거 아닌가요? 오랜만에 외식했는데 당황스럽고 실망스러웠습니다..
00596|조아
00597|맛있어서  정신없이 먹다가 사진도못 찍었어요 
00598|다른 지점에 비해서 파스타가 너무 늦게 나와요.. 30분만에 받은 것 같아요 그리고 직원분들이 친절하지 않은 것 같네요
00599|맛은 더 말할것도 없이 맛있어요! 근데 숟가락 60%가 파스타 소스가 아직까지 그대로 남아서 자국이 남았어요.. 좀 더 열심히 설거지 부탁드려요
00600|가성비짱이고 맛있어요~~~
00601|빼쉐파스타에는 새우와 바지락, 오징어, 토마토가 들어있고 매콤하니 국물도 자작해서 먹기 좋습니다.
00602|가성비 좋아요. 플레이팅은 대충 담아준 느낌..
00603|가격에 비해 생각보다 너무 괜찮아서 놀람 재방문의사 있으나 서빙하는분 혼자 동분서주 하는모습이 좀 짠했음 음식이 좀 늦게 나오는 편이니 참고하세요
00604|맛있어요 
00605|언제 먹어도 싸고 맛있어요 예전에 자주 먹던 파스타 없어져서 아쉬워요 
00606|가성비 짱
00607|파스타 맛있습니다 맛있습니다
00608|맛있어요
00609|음식은 싸고 양은적어요.정말 개선이 시급한곳..매장이 그리 크지도 않은데,테이블을 다닥다닥 붙여놔서 정말 답답하고 정신이 하나도 없어요. 어제는 특히 한파였는데 입구 바로앞에 2인용 테이블을 놔서 문 열릴때마다 찬바람이 들어와서 밥먹다가 체하는 줄 알았네요.테이블은 꽉꽉 채워놨는데 응대할 직원수도 너무 부족해요. 그리고 크리스마스 감안해도 음식이 나오는데 30분 걸린다는건 첨 자리잡고 메뉴판 줄 때 바로 이야기해줘야하는것아닌가요? 앉아서 메뉴 다고르고나니 그제서야 이야기를 해주네요.중간에 추가주문도 안된다네요. 그리고 제일 황당했던건 직원분이 모든 손님을 향해 큰소리로 밥 다 드신분들은 자리를 비워달라는 이야기듣고 기분이 안좋았네요.동네분식점도 눈치주며 나가라는 소리는 안해요.재방문의사없습니다
00610|가성비갑 양식땡길땐 롤링파스타! 양도 적당하고 맛있어요 고르곤졸라도 죤맛탱ㅜㅜ
00611|저렴하고 맛있어요
00612|저렴하고 맛도 좋아요
00613|좋아요
00614|음식은 너무너무 맛있는데 컵 상태가 너무 안좋아요! 컵 신경써주시면 좋을거같습니다
00615|맛있어요 
00616|평일 2시 어정쩡한 시간에 갔는데도 매장에 손님이 그렇게 많지도 않은데 피자나오는데 20분 파스타는 피자나오고 15분뒤에나 나옴 미리 사전고지도 없었고 파스타가 그렇게 오래걸리는 메뉴도 아닌데 시간 아까웠음 빼쉐시켰는데 국물도 없고 그냥 토마토파스타에 소스 자작이었음 가까워서 종종 왔는데 너무 실망해서 이젠 재방문 안합니다ㅠ
00617|오랜만에 이탈리안~~ 맛있고 가성비 좋아요
00618|좋아요.
00619|가격이 싸서 가성비가 좋을거라 기대 했는데 그렇진 않아요. 가격만큼의 양과 맛인듯 합니다.  양도 많이 적고, 맛도 파스타집이라 생각하기엔 너무 아쉬운 맛이었어요.  저렴한 가격을 장점으로 내세우기엔 가격이 장점으로 느껴지지 않았습니다. 그리고 음식 나오는 시간이 좀 느린편이어서 아쉬워요! 
00620|가성비 좋고 혼밥하기도 좋은 곳이에요. 맛도 합격!
00621|저렴하고 맛있어요
00622|맛있고 친절한데 혼자 일하기 벅차보이셔요.
00623|까르보나라  느끼하지두 않고, 베이컨하고ㅋ  담백하면서 맛있어요^^  토마토는 조금 짜서 아쉽^^;;   롤링 파스타 처음먹어보는데 괜찮았다ㅋㅋ
00624|음식도 가성비 좋고 맛있어요~!
00625|맛있어요
00626|맛있엉2ㅡ
00627|
00628|파스타 맛있어요 
00629|가성비 굿굿 매운크림파스타 추천이오
00630|음식 맛과 양은 괜찮은데 홀에 직원이 1명이라 굉장히 정신없고 분주함. 
00631|굿
00632|음...평일보다 더 바빠서 그런가 친절은 없어요 그냥 딱딱 가져다주기만...?  뭐 쨋든 기분나쁘고 그런건 아니고용 하핳  맛있게 잘 먹고 왔어요! 
00633|Good 
00634|친절하고 피자 스몰은 아주 작지만 스파게티랑 같이 먹기 딱좋아요
00635|굿
00636|매장이 청결하고 음식도 맛있고 친절하세요. 스파게티와 피자가 생각날때면 생각나고즐겨찾을수 있을듯요
00637|별 기대 없이 갔는데 생각보다 맛있어서 놀랐어요! 가성비 최고입니다,,, 분위기 내는 거 아니면 파스타 여기서 먹어도 충분할 거 같아요.  식사 시간이 조금 지나서 갔는데도 손님이 꽤 있어서 직원 분들이 바쁘시더라고요. 그래도 다 먹고 계산할 때 맛있게 드셨나고 물어봐주시고 친절하게 대해주셔서 나올 때 기분이 좋았어요! 감사합니다. 또 갈게요:)!
00638|좋아요
00639|
00640|간단하게 파스타 먹고 싶을 때 최고인 롤링파스타
00641|맛있어요
00642|음식이맛있어오ㅡ
00643|피자는 크기가 작다는 것을 감안하셔야 할 것 같아요. 그래도 맛있었어요
00644|주말점심에 갔더니 사람 많고 정신없었네요  그냥 그랬어요 
00645|항상 맛있는 파수타집
00646|맛있어요
00647|맛잇어요
00648|백종원씨 이리와봐유 여기 먼저 레시피 검수좀 해봐요
00649|맛도 양도 적당했어요^^
00650|
00651|음식이 빨리나오고 맛잇어요ㅎㅎㅎ
00652|아주맛있어요 직원부르기가 힘들어요 식탁에 벨 설치했으면 좋겠어요 와인주문할때 직원이 주민증 보여달라고 했을때 여러명중에 한명대표로 주민증 보여드렸으면 그만인데 한명씩 주민증 보여달라고한거 기분이 안좋았어요  담에 또 오고싶을정도 맛이. 최고예요
00653|매운크림파스타 먹었는데 너무 달아요.. 그리고 매장크기 손님 대비 직원은 두분뿐이라 넘 부족한것같아요 진행이 느립니다.
00654|맛있어요
00655|음식이 너무 늦게 나오네요 ㅠ 홀 알바생도 한 분이라 넘 바빠보이시구..
00656|친구들하고 먹기 좋아요
00657|봉골레에서 딱 해물국물맛 나고 알리오올리오에서 딱 마늘 향 나고 각 파스타에 기대한 바를 깔끔하게 충족시켜주는 가성비 갑 파스타 샵입니다. 백종원 아저씨가 왜 이 퀄리티에 이 정도 가격 못하면 가게 접어야한다고 했는지 알만한 어떤 깔끔한 기준선을 보여주는 거 같습니다. 싼맛에 먹는곳이 아니라 딱 기본에 충분히 충실해서 만족도가 높은 것 같습니다.
00658|좋아요
00659|파스타 가성비 좋고 맛있어요!! 우삼겹 도리아는 개인적으로 추천하지는 않아요 ㅜㅜ 꼭 에이드도 추가해서 같이 드시는 거 추천합니다
00660|친절해요 
00661|사장님..... 음식이 맛이 없어요!!! 로제 소스는 찰랑찰랑거리고 뇨끼는 찰진 감자가 없는 밀가루 덩어리였어요... 정말 간만에 느끼는 맛없음이었어요..ㅜㅜ 게다가 비치된 식기는 다 더럽고 홀 주말 알바가 한명뿐이라 너무 정신이 없었어요
00662|알리오올리오 싸고 맛있어요. 해물토마토파스타는 제 취향은 아니고.. 가성비는 좋아요. 매장에서 먹어보고 싶네요. 전 포장으로 먹은거라...
00663|굳
00664|롤링파스타가 궁금해서 가본 건데  생각보다 맛있어서 놀랐네요 특히 필라프가 진짜 맛있습니다 사람 많은 시간대에 가서 주문이 누락 됐었는데 친절해서 기분 나쁘지 않았어요~ 누구나 실수는 할 수 있으니까요 서비스까지 준다 하셨는데 이미 넉넉하게 시켜서 받진 않았습니다, 재방문 의사 있어요
00665|맛도 있고 친절하고. 근데 파스타양이 좀 적어요
00666|
00667|가성비좋고 양은 적어요
00668|백종원 브랜드 요즘 인플레이션인데 물가와 다르게 저렴해서 너무 좋아요
00669|깔끔하고 맛있는데 사람이 많아서 너무 붐비고 시끄러움... 점심시간에 갔는데 파스타 25분만에 나옴 OMG
00670|맛있어요 
00671|굿
00672|가성비 굿굿
00673|친절해요. 음식이 맛있어요:)
00674|메뉴3개에 음료까지 시켰는데 2만원 초반의 가격 요즘 물가에 이정도 가격이면 사장님 남는게 있으신지저렴한 가격에 맛은 1도 기대 안했는데  세상에 너무 맛있어서 놀랐음 재방문의사 있음. 주변에도 추천할거임. 한가지 아쉬웠던점은 네이버에 검색해서 오픈시간 맞춰서 갔는데 문을 안열어서 기다려야했음 대기공간도 없어서 덥고 불편했음 이점만 개선되었으면함
00675|음식 맛있고 가성비 좋네요.사람이 많아요.
00676|굿
00677|낫배드
00678|맛있어요
00679|굿
00680|굿
00681|파스타 맛있어요
00682|창밖이 시원하게 보여 좋아요
00683|맛있어요~
00684|오 굿
00685|좋아요
00686|매장이 넓진 않지만 쾌적합니다. 창가좌석 앉으면 형제갈비앞 사거리 사람구경 재밌게 할 수 있어요. 
00687|
00688|혼밥 먹을 수 있는 공간이 있어요~!! 음식 맛있어요ㅎ
00689|큐알코드로 주문하는 시스템이 있어서 편리해요. 간단하게 파스타 먹고 싶을 때 오면 좋을 듯! 가성비 최고입니다.
00690|아주조와용 
00691|맛있어요
00692|롤링파스타 맛잇고 저렴하고 좋아요 음료에 영수증빌지 붙인채로 서빙해주시는거 별로구 음식서빙해주실때 그릇테이블에 놔주시지않고 손에 전달해주시더라구요? 잉? 뭐지? 받아잡수세요느낌 맛잇으니깐 잘먹고는 나왓어요;;
00693|화장실도 좋고 음식맛도 좋아요.가성비갑이에요
00694|봉골레 파스타 정말 맛있어요  그외에도  바질파스타도 최고요  음료는   레몬에이드, 자몽에이드 주문했는데요  생과일 갈은거와같은  맛이나요  피자도 작은거로 주문해서 맛보고  마무리는 알리오올리오 파스타!!  입터졌어요 오늘 ㅋㅋㅋ
00695|맛있어요! 근데 필라프가 오늘유독 양이적었던거같은기분이에요! 그래도맛있어요!
00696|
00697|파스타
00698|^^~
00699|맛있어요
00700|가성비가 너무좋은 롤링파스타 ㅎㅎ 음식도 맛있고 너무좋아요~!
00701|맛있게 싸게 먹을 수 있어요! 양은 적어요
00702|가성비 좋고 맛있어서 둘이서 메뉴 3개시켜먹었어요!
00703|기대없이 들어갔는데...... 피자나 에이드는 그냥그랬는데 파스타가 생각보다 맛있어서 깜짝놀랐어요~ 이래서 백종원~하나봐요ㅎㅎ
00704|쏘쏘
00705|가성비 짱입니다
